date,country_code,country,page,desc,prod_name,size,model,delivery,price,url
2016-02-01,ac,Ascension Island,1,Dell 24 Ultra HD 4K Monitor - P2415Q,Dell 24 Ultra HD 4K Monitor,24,P2415Q,Usually Ships Within 1-2 business days,,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ac,Ascension Island,1,Dell 24 Monitor - S2415H,Dell 24 Monitor,24,S2415H,Usually Ships in 24 hours,259.99,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ac,Ascension Island,1,Dell UltraSharp 27 Monitor - U2715H,Dell UltraSharp 27 Monitor,27,U2715H,Usually Ships in 24 hours,699.99,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ac,Ascension Island,1,Dell UltraSharp 24 Monitor with PremierColor - U2413,Dell UltraSharp 24 Monitor with PremierColor,24,U2413,Usually Ships in 24 hours,549.99,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ac,Ascension Island,1,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Usually Ships in 24 hours,,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ac,Ascension Island,1,Dell 24 Monitor - P2414H,Dell 24 Monitor,24,P2414H,Usually Ships in 1-3 days,,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ac,Ascension Island,1,Dell UltraSharp 24 Monitor - U2412M,Dell UltraSharp 24 Monitor,24,U2412M,Usually Ships in 24 hours,369.99,http://accessories.dell.com/sna/category.aspx?c=ac&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell 24 Ultra HD 4K Monitor - P2415Q,Dell 24 Ultra HD 4K Monitor,24,P2415Q,Usually Ships Within 1-2 business days,,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell 24 Monitor - S2415H,Dell 24 Monitor,24,S2415H,Usually Ships in 24 hours,259.99,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell UltraSharp 27 Monitor - U2715H,Dell UltraSharp 27 Monitor,27,U2715H,Usually Ships in 24 hours,699.99,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell UltraSharp 24 Monitor with PremierColor - U2413,Dell UltraSharp 24 Monitor with PremierColor,24,U2413,Usually Ships in 24 hours,549.99,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Usually Ships in 24 hours,,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell 24 Monitor - P2414H,Dell 24 Monitor,24,P2414H,Usually Ships in 1-3 days,,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ad,Andorra,1,Dell UltraSharp 24 Monitor - U2412M,Dell UltraSharp 24 Monitor,24,U2412M,Usually Ships in 24 hours,369.99,http://accessories.dell.com/sna/category.aspx?c=ad&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell 24 Ultra HD 4K Monitor - P2415Q,Dell 24 Ultra HD 4K Monitor,24,P2415Q,Usually Ships Within 1-2 business days,,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell 24 Monitor - S2415H,Dell 24 Monitor,24,S2415H,Usually Ships in 24 hours,259.99,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell UltraSharp 27 Monitor - U2715H,Dell UltraSharp 27 Monitor,27,U2715H,Usually Ships in 24 hours,699.99,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell UltraSharp 24 Monitor with PremierColor - U2413,Dell UltraSharp 24 Monitor with PremierColor,24,U2413,Usually Ships in 24 hours,549.99,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Usually Ships in 24 hours,,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell 24 Monitor - P2414H,Dell 24 Monitor,24,P2414H,Usually Ships in 1-3 days,,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,af,Afghanistan,1,Dell UltraSharp 24 Monitor - U2412M,Dell UltraSharp 24 Monitor,24,U2412M,Usually Ships in 24 hours,369.99,http://accessories.dell.com/sna/category.aspx?c=af&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell 24 Ultra HD 4K Monitor - P2415Q,Dell 24 Ultra HD 4K Monitor,24,P2415Q,Usually Ships Within 1-2 business days,,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell 24 Monitor - S2415H,Dell 24 Monitor,24,S2415H,Usually Ships in 24 hours,259.99,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell UltraSharp 27 Monitor - U2715H,Dell UltraSharp 27 Monitor,27,U2715H,Usually Ships in 24 hours,699.99,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell UltraSharp 24 Monitor with PremierColor - U2413,Dell UltraSharp 24 Monitor with PremierColor,24,U2413,Usually Ships in 24 hours,549.99,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell 24 Monitor - P2414H,Dell 24 Monitor,24,P2414H,Usually Ships in 1-3 days,,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Usually Ships in 24 hours,,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,aq,Antarctica,1,Dell UltraSharp 24 Monitor - U2412M,Dell UltraSharp 24 Monitor,24,U2412M,Usually Ships in 24 hours,369.99,http://accessories.dell.com/sna/category.aspx?c=aq&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell de 23  - S2316M,Monitor Dell de 23,23,S2316M,1-2 weeks,3.733,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell 19 - E1916H,Monitor Dell 19,19,E1916H,1-2 weeks,2.127,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell 20 - E2016H,Monitor Dell 20,20,E2016H,1-2 weeks,2.486,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell 24 - E2416H,Monitor Dell 24,24,E2416H,1-2 weeks,3.619,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell de 22  - S2216H,Monitor Dell de 22,22,S2216H,1-2 weeks,4.701,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell 20 P2016,Monitor Dell 20 P2016,20,Monitor Dell 20 P2016,1-2 weeks,4.995,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell 23 - E2316H,Monitor Dell 23,23,E2316H,1-2 weeks,3.315,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell 22 - E2216H,Monitor Dell 22,22,E2216H,1-2 weeks,2.873,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell de 24   S2415H,Monitor Dell de 24   S2415H,24,Monitor Dell de 24   S2415H,1-2 weeks,4.558,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Dell P2415Q - monitor LED - 24  - con 3 años de Servicio de intercambio avanzado y Garantía de panel premium,Dell P2415Q,24,monitor LED,1-2 weeks,12.425,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell de 24  P2416D,Monitor Dell de 24  P2416D,24,Monitor Dell de 24  P2416D,1-2 weeks,7.667,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ar,Argentina,1,Monitor Dell UltraSharp de 25  - U2515H,Monitor Dell UltraSharp de 25,25,U2515H,1-2 weeks,8.141,http://accessories.dell.com/sna/category.aspx?c=ar&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell 24 Ultra HD 4K Monitor - P2415Q,Dell 24 Ultra HD 4K Monitor,24,P2415Q,Usually Ships Within 1-2 business days,,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell 24 Monitor - S2415H,Dell 24 Monitor,24,S2415H,Usually Ships in 24 hours,259.99,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell UltraSharp 27 Monitor - U2715H,Dell UltraSharp 27 Monitor,27,U2715H,Usually Ships in 24 hours,699.99,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell UltraSharp 24 Monitor with PremierColor - U2413,Dell UltraSharp 24 Monitor with PremierColor,24,U2413,Usually Ships in 24 hours,549.99,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell 24 Monitor - P2414H,Dell 24 Monitor,24,P2414H,Usually Ships in 1-3 days,,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Usually Ships in 24 hours,,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,as,American Samoa,1,Dell UltraSharp 24 Monitor - U2412M,Dell UltraSharp 24 Monitor,24,U2412M,Usually Ships in 24 hours,369.99,http://accessories.dell.com/sna/category.aspx?c=as&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,at,Austria,1,Dell Professional P2213 56cm  22    LED monitor VGA DVI-D DP  1680x1050  Black EUR,Dell Professional P2213 56cm  22    LED monitor VGA DVI,22,D DP  1680x1050  Black EUR,Usually Ships In 24-48 Hours,26280,http://accessories.dell.com/sna/category.aspx?c=at&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,at,Austria,1,Dell 22 Monitor - P2213 56cm 22   Black No Stand,Dell 22 Monitor,22,P2213 56cm 22   Black No Stand,Usually Ships In 24-48 Hours,23880,http://accessories.dell.com/sna/category.aspx?c=at&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,at,Austria,1,Dell Professional P2213 56cm 22    LED monitor VGA DVI-D DP  1680x1050  Silver EUR,Dell Professional P2213 56cm 22    LED monitor VGA DVI,22,D DP  1680x1050  Silver EUR,Usually Ships In 24-48 Hours,26280,http://accessories.dell.com/sna/category.aspx?c=at&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,at,Austria,1,Dell 24 Monitor P2414H,Dell 24 Monitor P2414H,24,Dell 24 Monitor P2414H,Usually Ships In 24-48 Hours,29880,http://accessories.dell.com/sna/category.aspx?c=at&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,at,Austria,1,Dell 22 Monitor - P2214H,Dell 22 Monitor,22,P2214H,Usually Ships In 24-48 Hours,27480,http://accessories.dell.com/sna/category.aspx?c=at&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,at,Austria,2,C2G - HDMI over Cat6 Kit - Black,C2G,unknown,HDMI over Cat6 Kit,Usually Ships In 1-2 Weeks,20796,http://accessories.dell.com/sna/category.aspx?c=at&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,1,Dell 23 Monitor - P2314T Full HD Touch Monitor,Dell 23 Monitor,23,P2314T Full HD Touch Monitor,Manufacturer Part# G1K89,559.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,Dell S2240T 21.5 Multi-Touch Monitor with LED,Dell S2240T 21.5 Multi,21.5,Touch Monitor with LED,Manufacturer Part# MNTPH,479.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,Dell UltraSharp 24 InfinityEdge Monitor - U2417H,Dell UltraSharp 24 InfinityEdge Monitor,24,U2417H,Manufacturer Part# K3PP4,409.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,UP2516D - UltraSharp 25 Monitor with PremierColor,UP2516D,25,UltraSharp 25 Monitor with PremierColor,Manufacturer Part# VNGTT,799.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,Dell 27 Monitor - S2716DG,Dell 27 Monitor,27,S2716DG,Manufacturer Part# 35R09,1069.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,UP3216Q - UltraSharp 32 Ultra HD 4K Monitor with PremierColor,UP3216Q,32,UltraSharp 32 Ultra HD 4K Monitor with PremierColor,Manufacturer Part# 21P38,1999.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,Dell UltraSharp 27 Monitor - UP2716D Monitor,Dell UltraSharp 27 Monitor,27,UP2716D Monitor,Manufacturer Part# R299T,1229.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,Dell E2016H 19.5  Monitor,Dell E2016H 19.5  Monitor,19.5,Dell E2016H 19.5  Monitor,Manufacturer Part# 68PR6,209.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,1,Dell E2416H 24  Monitor,Dell E2416H 24  Monitor,24,Dell E2416H 24  Monitor,Manufacturer Part# 69X72,289.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,au,Australia,2,Dell E2316H 23  Monitor,Dell E2316H 23  Monitor,23,Dell E2316H 23  Monitor,Manufacturer Part# 41PV2,268.99,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell 23 Monitor - S2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,S2316H Full HD 1920 x 1080 Resolution,Manufacturer Part# JV9CN,289.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell 55 Monitor - E5515H,Dell 55 Monitor,55,E5515H,Manufacturer Part# YKNG3,1698.99,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell 24 Monitor - P2416D,Dell 24 Monitor,24,P2416D,Manufacturer Part# MCWCT,459.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell 27  Curved Monitor - SE2716H,Dell 27  Curved Monitor,27,SE2716H,Manufacturer Part# 9N6WW,579.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell E2216H 21.5  Monitor,Dell E2216H 21.5  Monitor,21.5,Dell E2216H 21.5  Monitor,Manufacturer Part# 5PFR7,239.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell UltraSharp 23 Multimedia Monitor - UZ2315H,Dell UltraSharp 23 Multimedia Monitor,23,UZ2315H,Manufacturer Part# 3PW6W,399.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell UltraSharp 24 Monitor - U2415,Dell UltraSharp 24 Monitor,24,U2415,Manufacturer Part# 6WGXP,524.80,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell 27 Ultra HD 4K Monitor,Dell 27 Ultra HD 4K Monitor,27,Dell 27 Ultra HD 4K Monitor,Manufacturer Part# W88PN,999.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell UltraSharp UP2715K 27  Ultra HD 5K Monitor,Dell UltraSharp UP2715K 27  Ultra HD 5K Monitor,27,Dell UltraSharp UP2715K 27  Ultra HD 5K Monitor,Manufacturer Part# FH7YW,2798.99,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell UltraSharp 34 Curved Monitor - U3415W,Dell UltraSharp 34 Curved Monitor,34,U3415W,Manufacturer Part# 3JFY8,1559.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,2,Dell UltraSharp 25 Monitor - U2515H,Dell UltraSharp 25 Monitor,25,U2515H,Manufacturer Part# PT73P,589.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,au,Australia,3,Dell UltraSharp 27 Inch QHD Monitor - U2715H,Dell UltraSharp 27 Inch QHD Monitor,27,U2715H,Manufacturer Part# CH6HG,818.99,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell 24 Ultra HD 4K Monitor,Dell 24 Ultra HD 4K Monitor,24,Dell 24 Ultra HD 4K Monitor,Manufacturer Part# 827MW,799.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell P2414H 23.8  Monitor,Dell P2414H 23.8  Monitor,23.8,Dell P2414H 23.8  Monitor,Manufacturer Part# 3MWX0,369.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell P2314H 23  Monitor,Dell P2314H 23  Monitor,23,Dell P2314H 23  Monitor,Manufacturer Part# 8XVMJ,339.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell 20 Monitor P2014H,Dell 20 Monitor P2014H,20,Dell 20 Monitor P2014H,Manufacturer Part# TM2R5,268.99,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell UltraSharp U3014 30   Monitor with PremierColor,Dell UltraSharp U3014 30   Monitor with PremierColor,30,Dell UltraSharp U3014 30   Monitor with PremierColor,Manufacturer Part# DK4KF,1999.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell UltraSharp 32 PremierColor Monitor - UP3214Q,Dell UltraSharp 32 PremierColor Monitor,32,UP3214Q,Manufacturer Part# D18T5,2559.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,3,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Manufacturer Part# V27RJ,389.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,au,Australia,4,Dell U2913WM 29 Inch LED monitor - Widescreen 60Hz Monitor,Dell U2913WM 29 Inch LED monitor,29,Widescreen 60Hz Monitor,Manufacturer Part# M59PC,859.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,au,Australia,4,Dell P2714H 27  Monitor,Dell P2714H 27  Monitor,27,Dell P2714H 27  Monitor,Manufacturer Part# 2NR6R,519.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,au,Australia,4,Dell Professional P2213 22  Monitor with LED,Dell Professional P2213 22  Monitor with LED,22,Dell Professional P2213 22  Monitor with LED,Manufacturer Part# NN4N7,329.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,au,Australia,4,Dell P2214H 21.5  Monitor,Dell P2214H 21.5  Monitor,21.5,Dell P2214H 21.5  Monitor,Manufacturer Part# GCG1N,309.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,au,Australia,4,Dell 19 Monitor - P1914S,Dell 19 Monitor,19,P1914S,Manufacturer Part# GFGGN,319.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,au,Australia,4,Dell - UltraSharp U2412M 24 Monitor with LED,Dell,24,UltraSharp U2412M 24 Monitor with LED,Manufacturer Part# Y2HKW,459.00,http://accessories.dell.com/sna/category.aspx?c=au&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,ax,Aland,1,Dell 24 Ultra HD 4K Monitor - P2415Q,Dell 24 Ultra HD 4K Monitor,24,P2415Q,Usually Ships Within 1-2 business days,,http://accessories.dell.com/sna/category.aspx?c=ax&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ax,Aland,1,Dell 24 Monitor - S2415H,Dell 24 Monitor,24,S2415H,Usually Ships in 24 hours,259.99,http://accessories.dell.com/sna/category.aspx?c=ax&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,ax,Aland,1,Dell UltraSharp 27 Monitor - U2715H,Dell UltraSharp 27 Monitor,27,U2715H,Usually Ships in 24 hours,699.99,http://accessories.dell.com/sna/category.aspx?c=ax&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
