date,country_code,country,page,desc,prod_name,size,model,delivery,price,url
2016-02-01,cn,China,1,Dell 28 Monitor - S2817Q,Dell 28 Monitor,28,S2817Q,Manufacturer Part# J0HVP,3699.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,Dell UltraSharp 27 Monitor - UP2716D Monitor,Dell UltraSharp 27 Monitor,27,UP2716D Monitor,Manufacturer Part# JH7H4,7699.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,UP2516D - UltraSharp 25 Monitor with PremierColor,UP2516D,25,UltraSharp 25 Monitor with PremierColor,Manufacturer Part# 3TXCD,5339.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,UP3216Q - UltraSharp 32 Ultra HD 4K Monitor with PremierColor,UP3216Q,32,UltraSharp 32 Ultra HD 4K Monitor with PremierColor,Manufacturer Part# FMJ1W,18899.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,Dell 27 Monitor - S2716DG,Dell 27 Monitor,27,S2716DG,Manufacturer Part# YVVK0,5999.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,Dell 24 Monitor - E2416H Full HD 1920 x 1080 Resolution,Dell 24 Monitor,24,E2416H Full HD 1920 x 1080 Resolution,Manufacturer Part# VX5CX,1619.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,Dell 19 Monitor - E1916H 1366 x 768 HD Resolution,Dell 19 Monitor,19,E1916H 1366 x 768 HD Resolution,Manufacturer Part# HRMP2,919.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,Dell 23 Monitor - S2316M Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,S2316M Full HD 1920 x 1080 Resolution,Manufacturer Part# DNGJJ,1599.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,1,Dell 20 Monitor - E2016,Dell 20 Monitor,20,E2016,Manufacturer Part# 9CD1G,1129.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,cn,China,2,Dell 20 Monitor - E2016,Dell 20 Monitor,20,E2016,Manufacturer Part# 9CD1G,1129.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 20 Monitor - E2016H 1600 x 900 HD Resolution,Dell 20 Monitor,20,E2016H 1600 x 900 HD Resolution,Manufacturer Part# XVP89,1029.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 27  Curved Monitor - SE2716H,Dell 27  Curved Monitor,27,SE2716H,Manufacturer Part# FG9M9,3199.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 24 Monitor - P2416D,Dell 24 Monitor,24,P2416D,Manufacturer Part# N5P2J,2799.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 23 Monitor - E2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,E2316H Full HD 1920 x 1080 Resolution,Manufacturer Part# 20W0Y,1419.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 20 Monitor - P2016,Dell 20 Monitor,20,P2016,Manufacturer Part# YJ95F,1299.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 22 Monitor - SE2216H Full HD 1920 x 1080 Resolution,Dell 22 Monitor,22,SE2216H Full HD 1920 x 1080 Resolution,Manufacturer Part# 6RFFF,1268.99,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 22 Monitor - E2216H Full HD 1920 x 1080 Resolution,Dell 22 Monitor,22,E2216H Full HD 1920 x 1080 Resolution,Manufacturer Part# Y4GYW,1238.99,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 22 Monitor - S2216M Full HD 1920 x 1080 Resolution,Dell 22 Monitor,22,S2216M Full HD 1920 x 1080 Resolution,Manufacturer Part# 0142N,1399.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 23 Monitor - S2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,S2316H Full HD 1920 x 1080 Resolution,Manufacturer Part# WYNK3,1699.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 24 Monitor - SE2416H Full HD 1920 x 1080 Resolution,Dell 24 Monitor,24,SE2416H Full HD 1920 x 1080 Resolution,Manufacturer Part# 0XK41,1538.99,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,2,Dell 27 Multimedia Full HD Monitor - S2715H,Dell 27 Multimedia Full HD Monitor,27,S2715H,Manufacturer Part# KY6J6,2669.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,cn,China,3,Dell UltraSharp 34 Curved Monitor - U3415W,Dell UltraSharp 34 Curved Monitor,34,U3415W,Manufacturer Part# KRV0W,9849.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell 24 Ultra HD 4K Monitor,Dell 24 Ultra HD 4K Monitor,24,Dell 24 Ultra HD 4K Monitor,Manufacturer Part# K8NRF,4459.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp 25 Monitor - U2515H,Dell UltraSharp 25 Monitor,25,U2515H,Manufacturer Part# DM95T,3399.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp 23 Multimedia Monitor - UZ2315H,Dell UltraSharp 23 Multimedia Monitor,23,UZ2315H,Manufacturer Part# YRH42,2179.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp 22 Multimedia Monitor - UZ2215H,Dell UltraSharp 22 Multimedia Monitor,22,UZ2215H,Manufacturer Part# CDXVT,1959.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell 24 Widescreen Monitor with Built-In Speakers - S2415H,Dell 24 Widescreen Monitor with Built,24,In Speakers,Manufacturer Part# MC8G4,1959.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp 27 Ultra HD 5K Monitor - UP2715K,Dell UltraSharp 27 Ultra HD 5K Monitor,27,UP2715K,Manufacturer Part# 381CN,16889.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp 24 Monitor - U2415,Dell UltraSharp 24 Monitor,24,U2415,Manufacturer Part# PFX9K,3019.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp 27 Inch QHD Monitor - U2715H,Dell UltraSharp 27 Inch QHD Monitor,27,U2715H,Manufacturer Part# NTW8N,5859.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp U2913WM 29   Monitor with LED,Dell UltraSharp U2913WM 29   Monitor with LED,29,Dell UltraSharp U2913WM 29   Monitor with LED,Manufacturer Part# YCP74,4549.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell UltraSharp U3014 30   Monitor with PremierColor,Dell UltraSharp U3014 30   Monitor with PremierColor,30,Dell UltraSharp U3014 30   Monitor with PremierColor,Manufacturer Part# Y77K1,14999.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,3,Dell P2314H 23 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2314H 23 Inch LED monitor,23,Widescreen 60Hz Monitor,Manufacturer Part# P51WG,1749.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,cn,China,4,Dell P2314H 23 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2314H 23 Inch LED monitor,23,Widescreen 60Hz Monitor,Manufacturer Part# P51WG,1749.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell P2414H 23.8 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell P2414H 23.8 Inch LED monitor,23.8,Widescreen 60Hz Full HD Monitor,Manufacturer Part# 3XY7C,1949.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell P2214H 22 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell P2214H 22 Inch LED monitor,22,Widescreen 60Hz Full HD Monitor,Manufacturer Part# KXFXH,1509.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell 17 Monitor - E1715S,Dell 17 Monitor,17,E1715S,Manufacturer Part# YT8JX,1029.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell P2213 22 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2213 22 Inch LED monitor,22,Widescreen 60Hz Monitor,Manufacturer Part# P39JH,1599.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell P2714H 27 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2714H 27 Inch LED monitor,27,Widescreen 60Hz Monitor,Manufacturer Part# TXH6R,2599.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell S2240T 21.5   Touch Screen Monitor With Touch Capability,Dell S2240T 21.5   Touch Screen Monitor With Touch Capability,21.5,Dell S2240T 21.5   Touch Screen Monitor With Touch Capability,Manufacturer Part# 3CNFR,2749.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell 20 Monitor P2014H,Dell 20 Monitor P2014H,20,Dell 20 Monitor P2014H,Manufacturer Part# G6YW6,1338.99,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,4,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Manufacturer Part# 4H8CD,2199.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,cn,China,5,Dell UP3214Q 32 Inch LED monitor - Widescreen 60Hz 4K Monitor,Dell UP3214Q 32 Inch LED monitor,32,Widescreen 60Hz 4K Monitor,Manufacturer Part# 92GK7,17999.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=5
2016-02-01,cn,China,5,Dell UltraSharp U2412M 24 Monitor with LED,Dell UltraSharp U2412M 24 Monitor with LED,24,Dell UltraSharp U2412M 24 Monitor with LED,Manufacturer Part# T2HFY,2619.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=5
2016-02-01,co,Colombia,1,Monitor de juegos Dell 24 - SE2417HG,Monitor de juegos Dell 24,24,SE2417HG,Se envía usualmente 1-2 Semanas,625.566,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell de 23  S2316H,Monitor Dell de 23  S2316H,23,Monitor Dell de 23  S2316H,Se envía usualmente 1-2 weeks,644.224,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell UltraSharp de 25  - Monitor UP2516D,Monitor Dell UltraSharp de 25,25,Monitor UP2516D,Se envía usualmente 1-2 Semanas,1.863.424,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell 20 - E2016H,Monitor Dell 20,20,E2016H,Se envía usualmente 1-2 weeks,469.376,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell 22 - E2216H,Monitor Dell 22,22,E2216H,Se envía usualmente 1-2 weeks,484.670,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor curvo Dell 27 SE2716H,Monitor curvo Dell 27 SE2716H,27,Monitor curvo Dell 27 SE2716H,Se envía usualmente 1-2 weeks,1.214.752,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell UltraSharp 32 Ultra HD 4K con PremierColor - UP3216Q,Monitor Dell UltraSharp 32 Ultra HD 4K con PremierColor,32,UP3216Q,Se envía usualmente 1-2 Semanas,5.055.800,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell 24 - SE2416H,Monitor Dell 24,24,SE2416H,Se envía usualmente 1-2 weeks,576.096,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell de 23  - S2316M,Monitor Dell de 23,23,S2316M,Se envía usualmente 1-2 weeks,671.648,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell 22 S2216M,Monitor Dell 22 S2216M,22,Monitor Dell 22 S2216M,Se envía usualmente 1-2 Semanas,598.400,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,1,Monitor Dell de 22  - SE2216H,Monitor Dell de 22,22,SE2216H,Se envía usualmente 1-2 weeks,570.720,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2016-02-01,co,Colombia,2,Monitor Dell 19 - E1916H,Monitor Dell 19,19,E1916H,Se envía usualmente 1-2 weeks,379.134,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell 23 - E2316H,Monitor Dell 23,23,E2316H,Se envía usualmente 1-2 weeks,547.196,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell de 22  - S2216H,Monitor Dell de 22,22,S2216H,Se envía usualmente 1-2 weeks,631.520,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Dell UltraSharp de 27 - Monitor UP2716D,Dell UltraSharp de 27,27,Monitor UP2716D,Se envía usualmente 1-2 Semanas,2.519.400,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell 27 - S2716DG,Monitor Dell 27,27,S2716DG,Se envía usualmente 1-2 weeks,2.148.800,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell 20 P2016,Monitor Dell 20 P2016,20,Monitor Dell 20 P2016,Se envía usualmente 1-2 weeks,571.200,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell 24 - E2416H,Monitor Dell 24,24,E2416H,Se envía usualmente 1-2 weeks,590.172,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell UltraSharp de 25  - U2515H,Monitor Dell UltraSharp de 25,25,U2515H,Se envía usualmente 1-2 Semanas,1.229.950,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Dell E1715S - Monitor LED - 17  - 1280 x 1024 - TN - 250 cd/m2 - 10001 - 5 ms - VGA  DisplayPort - negro,Dell E1715S,17,Monitor LED,Se envía usualmente 1-2 weeks,469.030,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Dell P2415Q - monitor LED - 24  - con 3 años de Servicio de intercambio avanzado y Garantía de panel premium,Dell P2415Q,24,monitor LED,Se envía usualmente 1-2 Semanas,1.836.000,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell UltraSharp 24 U2415,Monitor Dell UltraSharp 24 U2415,24,Monitor Dell UltraSharp 24 U2415,Se envía usualmente 1-2 Semanas,1.195.950,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,2,Monitor Dell de 24   S2415H,Monitor Dell de 24   S2415H,24,Monitor Dell de 24   S2415H,Se envía usualmente 1-2 weeks,733.888,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2016-02-01,co,Colombia,3,Monitor Dell 27 - S2715H,Monitor Dell 27,27,S2715H,Se envía usualmente 1-2 weeks,938.435,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell UltraSharp UZ2315H - monitor LED - 23 ,Dell UltraSharp UZ2315H,23,monitor LED,Se envía usualmente 1-2 weeks,966.450,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell UltraSharp 27 Ultra HD 5K Monitor - UP2715K,Dell UltraSharp 27 Ultra HD 5K Monitor,27,UP2715K,Se envía usualmente 1-2 Semanas,5.433.200,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell UltraSharp U2715H - monitor LED - 27  - con 3 años de Servicio de intercambio avanzado y Garantía de pan...,Dell UltraSharp U2715H,27,monitor LED,Se envía usualmente 1-2 weeks,2.041.600,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Monitor curvo Dell UltraSharp 34 U3415,Monitor curvo Dell UltraSharp 34 U3415,34,Monitor curvo Dell UltraSharp 34 U3415,Se envía usualmente 1-2 weeks,3.444.200,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell P2715Q - monitor LED - 27  - con 3 años de Servicio de intercambio avanzado y Garantía de panel premium,Dell P2715Q,27,monitor LED,Se envía usualmente 1-2 weeks,2.216.800,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Monitor Dell de 24  P2416D,Monitor Dell de 24  P2416D,24,Monitor Dell de 24  P2416D,Se envía usualmente 1-2 weeks,1.073.728,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Monitor Dell U2413 de 24 Pulgadas con PremierColor,Monitor Dell U2413 de 24 Pulgadas con PremierColor,24,Monitor Dell U2413 de 24 Pulgadas con PremierColor,Se envía usualmente 1-2 Semanas,1.637.950,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell P2714H - Monitor LED - 27  - 1920 x 1080 - 300 cd/m2 - 10001 - 8 ms - DVI-D  VGA  DisplayPort,Dell P2714H,27,Monitor LED,Se envía usualmente 1-2 weeks,1.104.320,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell P2414H - Monitor LED - 24  - 1920 x 1080 - 250 cd/m2 - 10001 - 8 ms - DVI-D  VGA  DisplayPort,Dell P2414H,24,Monitor LED,Se envía usualmente 1-2 weeks,800.700,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell 19 Monitor - P1914S,Dell 19 Monitor,19,P1914S,Se envía usualmente 1-2 Semanas,651.950,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,3,Dell UltraSharp U2414H - monitor LED - 23.8  - con 3 años de Servicio de intercambio avanzado y Garantía de p...,Dell UltraSharp U2414H,23.8,monitor LED,Se envía usualmente 1-2 Semanas,991.950,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2016-02-01,co,Colombia,4,Monitor Dell Professional P2213 de 22 pulgadas,Monitor Dell Professional P2213 de 22 pulgadas,22,Monitor Dell Professional P2213 de 22 pulgadas,Se envía usualmente 1-2 weeks,736.950,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,co,Colombia,4,Dell P2214H - Monitor LED - 22  - 1920 x 1080 - 250 cd/m2 - 10001 - 8 ms - DVI-D  VGA  DisplayPort,Dell P2214H,22,Monitor LED,Se envía usualmente 1-2 weeks,781.376,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,co,Colombia,4,Dell P2314H - Monitor LED - 23  - 1920 x 1080 - 250 cd/m2 - 10001 - 8 ms - DVI-D  VGA  DisplayPort,Dell P2314H,23,Monitor LED,Se envía usualmente 1-2 Semanas,758.200,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,co,Colombia,4,Monitor Dell 23 - P2314T el monitor táctil Full HD,Monitor Dell 23,23,P2314T el monitor táctil Full HD,Se envía usualmente 1-2 weeks,1.360.000,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2016-02-01,co,Colombia,4,Monitor de 30  Dell UltraSharp U3014 con PremierColor,Monitor de 30  Dell UltraSharp U3014 con PremierColor,30,Monitor de 30  Dell UltraSharp U3014 con PremierColor,Se envía usualmente 1-2 weeks,4.099.176,http://accessories.dell.com/sna/category.aspx?c=co&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
