date,country,page,orig_desc,desc,prod_name,size,model,delivery,price,url
2015-11-02,cn,3,Dell UltraSharp U3014 30'' Monitor with PremierColor,Dell UltraSharp U3014 30'' Monitor with PremierColor,Dell UltraSharp U3014 30'' Monitor with PremierColor,unknown,Dell UltraSharp U3014 30'' Monitor with PremierColor,Manufacturer Part# Y77K1,12499.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,cn,3,Dell P2314H 23 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2314H 23 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2314H 23 Inch LED monitor,23,Widescreen 60Hz Monitor,Manufacturer Part# P51WG,1749.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,cn,3,Dell P2414H 23.8 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell P2414H 23.8 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell P2414H 23.8 Inch LED monitor,unknown,Widescreen 60Hz Full HD Monitor,Manufacturer Part# 3XY7C,1949.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,cn,4,Dell E1913S 19 Inch LED monitor - Flat Panel 60Hz Monitor,Dell E1913S 19 Inch LED monitor - Flat Panel 60Hz Monitor,Dell E1913S 19 Inch LED monitor,19,Flat Panel 60Hz Monitor,Manufacturer Part# 4JKHR,1229.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell P2213 22 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2213 22 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2213 22 Inch LED monitor,22,Widescreen 60Hz Monitor,Manufacturer Part# P39JH,1599.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell S2240M 21.5 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell S2240M 21.5 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell S2240M 21.5 Inch LED monitor,unknown,Widescreen 60Hz Full HD Monitor,Manufacturer Part# 298YX,1499.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell P2214H 22 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell P2214H 22 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell P2214H 22 Inch LED monitor,22,Widescreen 60Hz Full HD Monitor,Manufacturer Part# KXFXH,1509.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell P2714H 27 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2714H 27 Inch LED monitor - Widescreen 60Hz Monitor,Dell P2714H 27 Inch LED monitor,27,Widescreen 60Hz Monitor,Manufacturer Part# TXH6R,2599.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell S2340L 23 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell S2340L 23 Inch LED monitor - Widescreen 60Hz Full HD Monitor,Dell S2340L 23 Inch LED monitor,23,Widescreen 60Hz Full HD Monitor,Manufacturer Part# M2GY3,1629.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,unknown,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Manufacturer Part# 3CNFR,2999.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell 20 Monitor P2014H,Dell 20 Monitor P2014H,Dell 20 Monitor P2014H,20,Dell 20 Monitor P2014H,Manufacturer Part# G6YW6,1338.99,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell UltraSharp 24 Monitor – U2414H,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Manufacturer Part# 4H8CD,2199.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,4,Dell UP3214Q 32 Inch LED monitor - Widescreen 60Hz 4K Monitor,Dell UP3214Q 32 Inch LED monitor - Widescreen 60Hz 4K Monitor,Dell UP3214Q 32 Inch LED monitor,32,Widescreen 60Hz 4K Monitor,Manufacturer Part# 92GK7,23579.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,cn,5,Dell UltraSharp U2412M 24 Monitor with LED,Dell UltraSharp U2412M 24 Monitor with LED,Dell UltraSharp U2412M 24 Monitor with LED,24,Dell UltraSharp U2412M 24 Monitor with LED,Manufacturer Part# T2HFY,2999.00,http://accessories.dell.com/sna/category.aspx?c=cn&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=5
2015-11-02,my,1,UP3216Q - UltraSharp 32 Ultra HD 4K Monitor with PremierColor,UP3216Q - UltraSharp 32 Ultra HD 4K Monitor with PremierColor,UP3216Q,unknown,UltraSharp 32 Ultra HD 4K Monitor with PremierColor,Manufacturer Part# DPJ54,5399.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,UP2516D - UltraSharp 25 Monitor with PremierColor,UP2516D - UltraSharp 25 Monitor with PremierColor,UP2516D,unknown,UltraSharp 25 Monitor with PremierColor,Manufacturer Part# VRWV4,2119.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell UltraSharp 27 Monitor | UP2716D Monitor,Dell UltraSharp 27 Monitor - UP2716D Monitor,Dell UltraSharp 27 Monitor,27,UP2716D Monitor,Manufacturer Part# 990P9,3399.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 27 Monitor – S2716DG,Dell 27 Monitor - S2716DG,Dell 27 Monitor,27,S2716DG,Manufacturer Part# ND9ND,2998.99,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 20 Monitor - E2016,Dell 20 Monitor - E2016,Dell 20 Monitor,20,E2016,Manufacturer Part# WYMN2,519.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 27-Inch Curved Monitor - SE2716H,Dell 27-Inch Curved Monitor - SE2716H,Dell 27,27,Inch Curved Monitor,Manufacturer Part# W68F7,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 23 Monitor | S2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor - S2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,S2316H Full HD 1920 x 1080 Resolution,Manufacturer Part# F3JT9,749.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 22 Monitor - S2216H,Dell 22 Monitor - S2216H,Dell 22 Monitor,22,S2216H,Manufacturer Part# 3207N,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 24 Monitor - P2416D,Dell 24 Monitor - P2416D,Dell 24 Monitor,24,P2416D,Manufacturer Part# XHR23,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell 28 Ultra HD Monitor | P2815Q,Dell 28 Ultra HD Monitor - P2815Q,Dell 28 Ultra HD Monitor,28,P2815Q,Manufacturer Part# 7H73J,1843.38,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell UltraSharp 23 Multimedia Monitor - UZ2315H,Dell UltraSharp 23 Multimedia Monitor - UZ2315H,Dell UltraSharp 23 Multimedia Monitor,23,UZ2315H,Manufacturer Part# 4CW26,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,1,Dell UltraSharp 22 Multimedia Monitor - UZ2215H,Dell UltraSharp 22 Multimedia Monitor - UZ2215H,Dell UltraSharp 22 Multimedia Monitor,22,UZ2215H,Manufacturer Part# 47P62,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,my,2,Dell 27 Multimedia Full HD Monitor - S2715H,Dell 27 Multimedia Full HD Monitor - S2715H,Dell 27 Multimedia Full HD Monitor,27,S2715H,Manufacturer Part# K4TPJ,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell UltraSharp 27 Inch QHD Monitor – U2715H,Dell UltraSharp 27 Inch QHD Monitor - U2715H,Dell UltraSharp 27 Inch QHD Monitor,27,U2715H,Manufacturer Part# FM3K1,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell UltraSharp UP2715K 27' Ultra HD 5K Monitor,Dell UltraSharp UP2715K 27' Ultra HD 5K Monitor,Dell UltraSharp UP2715K 27' Ultra HD 5K Monitor,unknown,Dell UltraSharp UP2715K 27' Ultra HD 5K Monitor,Manufacturer Part# RFVRC,6799.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell UltraSharp U3415W 34' Curved Monitor,Dell UltraSharp U3415W 34' Curved Monitor,Dell UltraSharp U3415W 34' Curved Monitor,unknown,Dell UltraSharp U3415W 34' Curved Monitor,Manufacturer Part# DYT6J,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell 24 Widescreen Monitor with Built-In Speakers – S2415H,Dell 24 Widescreen Monitor with Built-In Speakers - S2415H,Dell 24 Widescreen Monitor with Built,24,In Speakers,Manufacturer Part# V6V3K,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell UltraSharp 24 Monitor – U2415,Dell UltraSharp 24 Monitor - U2415,Dell UltraSharp 24 Monitor,24,U2415,Manufacturer Part# MJHXC,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell UltraSharp 25 Monitor - U2515H,Dell UltraSharp 25 Monitor - U2515H,Dell UltraSharp 25 Monitor,25,U2515H,Manufacturer Part# N0F9J,1419.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell UltraSharp U3014 30'' Monitor with PremierColor,Dell UltraSharp U3014 30'' Monitor with PremierColor,Dell UltraSharp U3014 30'' Monitor with PremierColor,unknown,Dell UltraSharp U3014 30'' Monitor with PremierColor,Manufacturer Part# 4NWF5,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,2,Dell P2714H 27'' Monitor,Dell P2714H 27'' Monitor,Dell P2714H 27'' Monitor,unknown,Dell P2714H 27'' Monitor,Manufacturer Part# P5WYJ,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,my,3,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,unknown,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Manufacturer Part# TKDV5,1159.00,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,my,3,Dell UltraSharp 24 Monitor – U2414H,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Manufacturer Part# 6KC2J,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,my,3,Dell U2413 24 Inch LED monitor - Widescreen 60Hz Monitor,Dell U2413 24 Inch LED monitor - Widescreen 60Hz Monitor,Dell U2413 24 Inch LED monitor,24,Widescreen 60Hz Monitor,Manufacturer Part# XPY83,2092.50,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,my,3,Dell - UltraSharp U2412M 24 Monitor with LED,Dell - UltraSharp U2412M 24 Monitor with LED,Dell,unknown,UltraSharp U2412M 24 Monitor with LED,Manufacturer Part# 670MJ,,http://accessories.dell.com/sna/category.aspx?c=my&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,1,Dell UltraSharp 27 Monitor | UP2716D Monitor,Dell UltraSharp 27 Monitor - UP2716D Monitor,Dell UltraSharp 27 Monitor,27,UP2716D Monitor,Manufacturer Part# 990P9,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,UP3216Q - UltraSharp 32 Ultra HD 4K Monitor with PremierColor,UP3216Q - UltraSharp 32 Ultra HD 4K Monitor with PremierColor,UP3216Q,unknown,UltraSharp 32 Ultra HD 4K Monitor with PremierColor,Manufacturer Part# DPJ54,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,UP2516D - UltraSharp 25 Monitor with PremierColor,UP2516D - UltraSharp 25 Monitor with PremierColor,UP2516D,unknown,UltraSharp 25 Monitor with PremierColor,Manufacturer Part# VRWV4,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 23 Monitor | E2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor - E2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,E2316H Full HD 1920 x 1080 Resolution,Manufacturer Part# 2GY4J,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 23 Monitor | S2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor - S2316H Full HD 1920 x 1080 Resolution,Dell 23 Monitor,23,S2316H Full HD 1920 x 1080 Resolution,Manufacturer Part# F3JT9,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 20 Monitor - E2016,Dell 20 Monitor - E2016,Dell 20 Monitor,20,E2016,Manufacturer Part# WYMN2,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 27-Inch Curved Monitor - SE2716H,Dell 27-Inch Curved Monitor - SE2716H,Dell 27,27,Inch Curved Monitor,Manufacturer Part# W68F7,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 24 Monitor | E2416H Full HD 1920 x 1080 Resolution,Dell 24 Monitor - E2416H Full HD 1920 x 1080 Resolution,Dell 24 Monitor,24,E2416H Full HD 1920 x 1080 Resolution,Manufacturer Part# 6T1M2,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 20 Monitor - P2016,Dell 20 Monitor - P2016,Dell 20 Monitor,20,P2016,Manufacturer Part# XXF6G,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 22 Monitor | E2216H Full HD 1920 x 1080 Resolution,Dell 22 Monitor - E2216H Full HD 1920 x 1080 Resolution,Dell 22 Monitor,22,E2216H Full HD 1920 x 1080 Resolution,Manufacturer Part# 3JC0D,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 22 Monitor - S2216H,Dell 22 Monitor - S2216H,Dell 22 Monitor,22,S2216H,Manufacturer Part# 3207N,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,1,Dell 20 Monitor | E2016H 1600 x 900 HD Resolution,Dell 20 Monitor - E2016H 1600 x 900 HD Resolution,Dell 20 Monitor,20,E2016H 1600 x 900 HD Resolution,Manufacturer Part# 3XP01,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=1
2015-11-02,th,2,Dell 19 Monitor | E1916H 1366 x 768 HD Resolution,Dell 19 Monitor - E1916H 1366 x 768 HD Resolution,Dell 19 Monitor,19,E1916H 1366 x 768 HD Resolution,Manufacturer Part# X15GW,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell 24 Monitor - P2416D,Dell 24 Monitor - P2416D,Dell 24 Monitor,24,P2416D,Manufacturer Part# XHR23,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell UltraSharp U3415W 34' Curved Monitor,Dell UltraSharp U3415W 34' Curved Monitor,Dell UltraSharp U3415W 34' Curved Monitor,unknown,Dell UltraSharp U3415W 34' Curved Monitor,Manufacturer Part# DYT6J,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell 24 Ultra HD 4K Monitor,Dell 24 Ultra HD 4K Monitor,Dell 24 Ultra HD 4K Monitor,24,Dell 24 Ultra HD 4K Monitor,Manufacturer Part# PYNKW,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell UltraSharp 23 Multimedia Monitor - UZ2315H,Dell UltraSharp 23 Multimedia Monitor - UZ2315H,Dell UltraSharp 23 Multimedia Monitor,23,UZ2315H,Manufacturer Part# 4CW26,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell UltraSharp 22 Multimedia Monitor - UZ2215H,Dell UltraSharp 22 Multimedia Monitor - UZ2215H,Dell UltraSharp 22 Multimedia Monitor,22,UZ2215H,Manufacturer Part# 47P62,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell UltraSharp 25 Monitor - U2515H,Dell UltraSharp 25 Monitor - U2515H,Dell UltraSharp 25 Monitor,25,U2515H,Manufacturer Part# N0F9J,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell 28 Ultra HD Monitor | P2815Q,Dell 28 Ultra HD Monitor - P2815Q,Dell 28 Ultra HD Monitor,28,P2815Q,Manufacturer Part# 7H73J,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell 27 Multimedia Full HD Monitor - S2715H,Dell 27 Multimedia Full HD Monitor - S2715H,Dell 27 Multimedia Full HD Monitor,27,S2715H,Manufacturer Part# K4TPJ,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell 17 Monitor - E1715S,Dell 17 Monitor - E1715S,Dell 17 Monitor,17,E1715S,Manufacturer Part# W4G39,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,2,Dell 24 Widescreen Monitor with Built-In Speakers – S2415H,Dell 24 Widescreen Monitor with Built-In Speakers - S2415H,Dell 24 Widescreen Monitor with Built,24,In Speakers,Manufacturer Part# V6V3K,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=2
2015-11-02,th,3,Dell U2715H 27 Inch LED monitor - Widescreen 60Hz Monitor,Dell U2715H 27 Inch LED monitor - Widescreen 60Hz Monitor,Dell U2715H 27 Inch LED monitor,27,Widescreen 60Hz Monitor,Manufacturer Part# FM3K1,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell 27 Ultra HD 4K Monitor,Dell 27 Ultra HD 4K Monitor,Dell 27 Ultra HD 4K Monitor,27,Dell 27 Ultra HD 4K Monitor,Manufacturer Part# 8KVMC,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell UltraSharp UP2715K 27" Ultra HD 5K Monitor,Dell UltraSharp UP2715K 27" Ultra HD 5K Monitor,Dell UltraSharp UP2715K 27" Ultra HD 5K Monitor,unknown,Dell UltraSharp UP2715K 27" Ultra HD 5K Monitor,Manufacturer Part# RFVRC,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell UltraSharp 24 Monitor – U2415,Dell UltraSharp 24 Monitor - U2415,Dell UltraSharp 24 Monitor,24,U2415,Manufacturer Part# MJHXC,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell P2214H 22'' Monitor,Dell P2214H 22'' Monitor,Dell P2214H 22'' Monitor,unknown,Dell P2214H 22'' Monitor,Manufacturer Part# T2HNM,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell 19 Monitor | P1914S,Dell 19 Monitor - P1914S,Dell 19 Monitor,19,P1914S,Manufacturer Part# 39YKW,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell 23 Monitor | P2314T Full HD Touch Monitor,Dell 23 Monitor - P2314T Full HD Touch Monitor,Dell 23 Monitor,23,P2314T Full HD Touch Monitor,Manufacturer Part# DCYD6,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell UltraSharp 24 Monitor – U2414H,Dell UltraSharp 24 Monitor - U2414H,Dell UltraSharp 24 Monitor,24,U2414H,Manufacturer Part# 6KC2J,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,3,Dell UltraSharp U3014 30'' Monitor with PremierColor,Dell UltraSharp U3014 30'' Monitor with PremierColor,Dell UltraSharp U3014 30'' Monitor with PremierColor,unknown,Dell UltraSharp U3014 30'' Monitor with PremierColor,Manufacturer Part# 4NWF5,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=3
2015-11-02,th,4,Dell P2714H 27'' Monitor,Dell P2714H 27'' Monitor,Dell P2714H 27'' Monitor,unknown,Dell P2714H 27'' Monitor,Manufacturer Part# P5WYJ,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,th,4,Dell Professional P2213 22" Monitor with LED,Dell Professional P2213 22" Monitor with LED,Dell Professional P2213 22" Monitor with LED,unknown,Dell Professional P2213 22" Monitor with LED,Manufacturer Part# CC2YH,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,th,4,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,unknown,Dell S2240T 21.5'' Touch Screen Monitor With Touch Capability,Manufacturer Part# TKDV5,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
2015-11-02,th,4,Dell 20 Monitor P2014H,Dell 20 Monitor P2014H,Dell 20 Monitor P2014H,20,Dell 20 Monitor P2014H,Manufacturer Part# 3FC53,,http://accessories.dell.com/sna/category.aspx?c=th&category_id=6481&l=en&s=dhs&ref=3245_mh&cs=cadhs1&~ck=anav&p=4
